程序导标记，不用翻译,,
STRID,LAN,Remark
npctalk5053,Good day!  Hope everyone try best to acquire good skills and great power!  Eliminate evil monsters to protect the people!,
help_fbxt_duanzaocailiao,"The Materials for Combination:

The materials for combine the Talisman or Mount are different from those for combine the Defense Gear. The materials for combine the Talisman is 'Emerald', while the materials for combine the Defense Gear is 'Ruby'.

The same kind of equipment may also use different materials because of different Plus Rank.

For Talisman and Mount:
to Plus Rank 1-3      Small Emerald
to Plus Rank 4-6      Medium Emerald
to Plus Rank 7-10    Large Emerald

For Defense Gear:     
to Plus Rank 1-3      Small Ruby
to Plus Rank 4-6      Medium Ruby
to Plus Rank 7-10    Large Ruby
",
help_fbxt_fabaodengji,"What are the levels of Talisman:

There are three levels of Talisman: initial, current, and maximum.  The initial level refers to the level when the Talisman was set up in the game.  The current level means the effective level at the moment.  It can be improved through enhancing with energy, but it cannot surpass the maximum level.  The maximum level means the highest level that a Talisman can be.  The power of the skills on a Talisman usually relates to the current level of the Talisman. ",
help_fbxt_fabaoduanzao,"Combine the Equipments:

Combination can improve item's power, and the appearance of the item will become more shinning. To combine items, you need get Ruby (for Defense Gear) or Emerald (for Talisman and Mount) first, then go to the Blacksmith to finish the combination.  Once the combination is success, your item Plus Rank get raised.

The Effect of the Combination:

The attack power improves after the Talisman has been combined successfully.  The physical defense and the magic defense improved after the defense gear has been combined successfully.  The mount moves faster and has more cool shape.  And some extra attributes, like increase critical strike rate, increase HP, etc., will add to Talisman and Defense Gear of high Plus Rank.",
help_fbxt_fabaogainian,"What's the Talisman:

The Talisman is a kind of special tool which can strengthen characters' power greatly.  There are all kinds of skill on the Talisman.  The level of the Talisman can be  enhanced with energy, thus to get skills that are more powerful.  The Talisman are classified as Weapon Talisman and Assistant Talisman.  One character can be equipped with one Weapon Talisman and two Assistant Talisman in the same time. ",
help_fbxt_fabaojianding,"Identify the Talisman:

In the game, one can get some equipment with hidden attribute by finish quest or beat monsters.  If you want to activate the hidden attribute, you have to go to the blacksmith's to have the equipment identified. 

The materials for identify:

To identify the equipments, it needs materials.  You can buy 'Identify Gem' in the shopping mall to identify.  Besides, with the different degrees of  equipments, different kinds of 'Identify Gem' are needed.  The Green Equipments need 'Green Identify Gem', Blue Equipments need 'Blue Identify Gem' and Golden Equipments need 'Golden Identify Gem'. ",
help_fbxt_fabaojineng,"How to use the skills of Talisman:

Open the skill interface, on the interface, there lists the Talismans you equipped at that moment.  Select Weapon Talisman or Assistant Talisman, related skills show below.  You can drag the skill icon into the hotkey or shortcut tray.  Use the skill by pressing the hotkey or clicking the shortcut.",
help_fbxt_fabaoronghe,"Merge the Talisman:

With the improvement of character’s level, some present Talismans will be not suitable for players to use any longer.  In that case, you can choose to merge the Talisman.

The Rules to Merge the Talisman:

The Talismans that are going to be merged should be the same type.  The Talisman from mergence obtains the level of the first Talisman and obtains the quality and attribute of the second Talisman.  By merging the Talisman, the players can save much time to re-enhancing the Talisman. ",
help_fbxt_fabaoxiulian,"Enhancing Talisman:

Only energy can be used to enhance Talisman. Energy can be accumulated through killing monsters and finishing quests. Besides, Talisman’s level must be in line with its character’s level. New skills and more attributes can be available through enhance. 

In enhance interface, the number in the column of 'Energy' is the Energy that the player accumulated from killing monsters and finishing quests, while the column of 'Talisman' shows the number of Energy that is needed to enhance the Talisman to the next level.

First of all, please open the interface of Skill by press 'S', and find Talisman operation icon 'Enhance'.  Click the icon to open the enhancing interface.  To enhance, you need to put your Talisman into the blank in the middle of the 'Enhance' interface.",
help_fbxt_fabaozhuangbei,"How to equip a Talisman:

To equip Talisman is as same as other normal equipments.  But the Talisman have their specific place to equip.  They can only be equipped in the corresponding Talisman column.  A character cannot equip a Talisman that his/her level has not reached the required equipping level of the Talisman.  The Talisman cannot be equipped or unequipped in battle. ",
help_fuben_1,"Cloud Mountain Snake Cave
(above level 15)

When Ghost Wind Tao’s preexistence was the officer in an evil junta, he learned from ancient books that Millenary Snake Demon’s spirit was sealed in the snake cave on Cloud Mountain.  In order to increase his own power to resist immortals, he broke the seal, went secretly into snake cave to defraud snake demo’s trust.  He committed primes by relying on snake demo’s power and was looking for a human’s body for snake demo to get preparation for snake demon’s birth on the world.  Due to Ghost Wind Tao’s evildoing, army of snake demons has occupied the Serene Village.

Snake Cave Monsters:

Elite Jungle Boa   
  level 15  Snake Cave
Poison  Mushroom
  level 15  Snake Cave
Elite Jungle King Boa  
  level 16  Snake Cave
Dicephalous Snake (boss) 
  level 16  Snake Cave 
Elite Servant of Snake Head   
  level 16  Snake Cave
Elite Snake Captor   
  level 16  Snake Cave
Elite Ghost Fire   
  level 17  Altar
Avatar of Snake Demon (boss)    
  level 17  Altar
Elite Vampire Ghost  
  level 18  Altar
Elite Cacodaemon   
  level 18  Altar
Elite Ghost Captain   
  level 18  Altar
Elite Golden Horn Boa
  level 19  Altar
Ghost Wind Tao (boss) 
  level 19  Altar
Elite Golden Horn Boa
  level 19  Altar
Elite Captain of Snake Head
  level 20  Altar  
Soul of Snake Demon (boss) 
  level 20  Altar",
help_fuben_2,"Tiger Mountain Rattan Cave
(above level 15)

Evil Tao Beard, who was chasing by immortals, ran like a drowned mouse to Tiger Mountain. He found that people in Crow Forest were very simple and believed in ghosts and gods.  So he gave some bewitchment to frighten the villagers and asked his student Evil Tao He to scout them.  They made the villagers as their slaves, and used the site of an ancient city near Crow Forest as their palace and named it as Rattan Cave. We have to perish all the evils in Rattan Cave if we want to rebuild the peace of Tiger Mountain. The Rattan Cave Entrance is in an Ancient Rattan at the north west of Crow Forest. 

Rattan Cave Monsters:

Elite Boa   
  level 15  Monster Woods
Elite Poison Fly 
  level 15  Monster Woods
Elite Golden Macaque 
  level 16  Monster Woods
Golden Macaque Head (boss)
  level 16  Monster Woods
Elite Wild Wolf 
  level 16  Peach Headstream Village
Tiger King (boss)
  level 17  Peach Headstream Village
Elite Wild Mule 
  level 17  Peach Headstream Village
Elite Aborigine Guard 
  level 17  Peach Headstream Village
Aborigine Officer (boss)
  level 18  Peach Headstream Village
Ancient City Evil Ghost
  level 19  Ancient City
Elite Tree Man 
  level 20  Ancient City
Evil Tao Beard (boss)
  level 20  Ancient City",
help_fuben_3,"Mercy Temple Happiness Hall
(above level 25)

The Mercy Temple used to be a very nice place to go.  Monk Zhi Tong ran it well. There were usually a lot of worshippers to go to pilgrimage.  However, the monks did some small tricks, hid some women and killed some students from justical juntas.  One day, Zhou Yuncong and other examinees went to pilgrimage.  They came to the temple to pilgrimage and found the machinery in the adytum.  They were all captured by Monk Zhi Tong. After killing more than ten examinees, Monk Zhi Tong felt tired, so he put Zhou Yuncong in the prison in rock room, and asked him to commit suicide in three days.  Zhou ran out of the temple by taking the advantage of rain, and was helped by old man Zhang and his daughters.  Then, people began to know the secret of Mercy Temple.  This time, the immortals arranged to fight with Mercy Temple.  Zhi Tong asked many coagents to hide among the monks.  So, it will be some setbacks if they immortals want to perish the evil juntas.  You can go to Happiness Hall through the secretly path at one side of the main hall of Mercy Temple.

Happiness Hall Monsters:

Elite Bandit 
  level 25  Dungeon
Elite Evil Monk
  level 26  Dungeon
Monk Mao Tai (boss)
  level 26  Dungeon
Loong Fei (boss)
  level 26  Dungeon
Elite Play Boy
  level 26  Visitor Room
Elite Blackshirt Bandit
  level 27  Visitor Room
Fa Yuan (boss)
  level 27  Visitor Room
Elite Lecher
  level 27  Inner Hall Subway
Elite Callet
  level 28  Inner Hall Subway
Callet Head Young (boss)
  level 27  Hall Cella
Monk Zhi Tong (boss)
  level 28  Hall Cella
Elite Black Leopard
  level 28  Subway
Elite Fatal Centipede
  level 29  Subway
Green Robe Master (boss)
  level 29  Subway
Elite Mercy Temple Monk Soldier 
  level 29  Main Hall
Elite Sturdy Monk Soldier
  level 30  Main Hall
Buddhist Monk Purple Moon (boss)
  level 30  Main Hall",
help_fuben_35,"Laurel Mountain Laurel Wonderland
(above level 35)

Located to the west of the Stone City and within the Laurel Mountain, Laurel Mountain Laurel Wonderland had been a Geomantic holy place for people to practice, have rest cure and cultivate character with surrounding towering mountains and fresh water sources.  But this beautiful and peaceful place was accroached by Poison Dragon General as a lair to gather different kinds of heathendom and bad juntas to fight against the justicial warriors.  Poision Dragon General secretly ate the Millenial Ganoderma made in Golden Peak Mountain, which improved his strength dramatically, but luckily there is still one Poison Dragon Vitals left which can be broken.  This Poison Dragon Vitals is covered up carefully and concealed in a unconspicuous place with Ochu Faerie guarding near, so you must beat the Ochu Faerie first before trying to break the Poison Dragon Vitals.  The Poison Dragon General will lose much strength and become weak if the Poison Dragon Vitals is broken, which means it will be a easy job to fight him.

Laurel Wonderland Monsters:

Glacier Silver Fox
  level 35  Ice Mirror Pool
Ice Mirror Prentice
  level 36  Ice Mirror Pool
Ice Mirror Faerie (boss)
  level 36  Ice Mirror Pool 
Elite Machine Monster
  level 37  Machine Mill
Elite Machine Giant
  level 38  Machine Mill
Machine Master (boss)
  level 38  Machine Mill 
Elite Peach Spirit
  level 38  Poison Plant Scarp 
Elite Meat Ganoderma
  level 39  Poison Plant Scarp
Ochu Faerie (boss)
  level 39  Poison Plant Scarp 
Dank Poison Fly
  level 39  Poison Dragon Puddle 
Poison Dragon Underling
  level 40  Poison Dragon Puddle
Poison Dragon General (boss)
  level 40  Poison Dragon Puddle
",
help_fuben_4,"Whorl Mountain Fantasy Palace
(above level 40)

There are eight main evils staying in Fantasy Palace.  Four of them are going out doing evils things.  So only four left in the Fantasy Palace.  It's a good opportunity for the Justice Junta to perish the evil force in Fantasy Palace.  Fantasy Palace located in the deep of Whorl Mountain.  Take care when you go there. 

Fantasy Palace Monsters:

Cruel Snow Beast
  level 42  Frost Zone
Mace Snow Giant
  level 43  Frost Zone
Ice Banshee (boss)
  level 43  Frost Zone
Giant Spider
  level 43  Virulent Zone
Giant Bat
  level 44  Virulent Zone
Virulent Spider (boss)
  level 44  Virulent Zone
Demon Soldier
  level 44  Purgatory Zone
Fire Rock Giant
  level 45  Purgatory Zone
Fire Boar (boss)
  level 45  Purgatory Zone
Fantasy Escort
  level 45  Inner Hall
Fantasy Guard
  level 45  Inner Hall
Evil Blade (boss)
  level 46  Inner Hall",
help_fuben_5,"Vast Mountain Bewitcher Cave
(above level 45)

Vast Mountain is located at the east of Stone City.  Luxuriant forests covered the hillside.  There are many caves in the mountain.  Bewitcher Cave is in Ghost Din Woods, located at the south east corner of Vast Mountain.  Leftover evils from Whorl Mountain decamped into the cave.  Now the righteous people are gathering and preparing to defeat the evils in the cave.

Bewitcher Cave Monsters:

Wing Centipede
  level 45  Centipede Zone
Evil Centipede
  level 46  Centipede Zone
Four-hand Yaksha Countess (boss)
  level 47  Centipede Zone
Poleax Aborigine
  level 46  Man-eater Tribe
Bow Aborigine
  level 47  Man-eater Tribe
Viper War Giant (boss)
  level 48  Man-eater Tribe
Poison Rattan
  level 47  Bloodsucker Zone
Bloodsucker
  level 48  Bloodsucker Zone
Bloodsucker Queen (boss)
  level 49  Bloodsucker Zone
Fire Eye Skull
  level 48  Skull Tomb
Sway Fire Elf
  level 48  Skull Tomb
Blue Fire Whip Skeleton (boss)
  level 49  Skull Tomb
Altar Guard
  level 49  Secret Cemetery
Gun Witch
  level 50  Secret Cemetery
Cemetery Guard
  level 50  Secret Cemetery
Blaze Skull Marshal (boss)
  level 50  Secret Cemetery",
help_jbcz_gongjimubiao,"Attack the target:

Press the skill hotkey to attack selected target.  Each hotkey press cause one skill attack.  Right click on the monsters to use normal attack.  For some professions, normal attack can be continued automatically.  ",
help_jbcz_jianpancaozuo,"Key Function:

1-0    the hotkeys
I  -  open/close the Item interface
C  -  open/close the Attribute interface
S  -  open/close the Skill interface
M  -  open/close the Map
T  -  open/close the Quest interface
TAB  -  interchange the next target
Enter  -  open/close the Chat Box
Esc  -  cancel the current selection
           or open/close the System interface",
help_jbcz_npcjiaotan,"Talk with NPC:

Right-click on the NPC, the system will select the target and begin to talk automatically.  Left-click to choose in the dialogue box.",
help_jbcz_renwuyidong,"Move the character:

Left-click on the ground, the character starts to move.  If you hold your click for 3 seconds, the character will move continuously. ",
help_jbcz_shubiaocaozuo,"The operation of mouse:

Single left-click: 
  walk, select the target

Single right-click: 
  do default operation to the target
  to NPC is talk
  to monster/enemy is attack
  no default operation to players

Move when holding right-click: 
  upward - raise the visual angle
  downward - lower visual angle
  left/rightward - rotate the visual angle

Roll the scroll bar:
  zoom in or out the view                ",
help_jbcz_teshuwuti,"Special items:

Move the mouse on the special item, then the mouse pointer changes into special icon.  The special item refer to the things that can interacts with the players in the scenes, for example, the door can be open, relative things with the quest, and so on. ",
help_jbcz_xuanzemubiao,"Select the target:

Left-click on the target.  If the target can be selected, then the target is the selected target at the moment.  The head portrait of the target will be shown on the main interface.  At the foot of target shows a highlight circle. ",
help_ls_caiji,"All kinds of herbs spread around the game world.  Herbs level is accord with the area level.  The higher of the area level, the higher of the herbs level.

Name / Collect Herb Skill Level

Red Grass / level 1
Wild Mushroom /  level 1
Red Rooted Salvia /  level 1
Summer Withered Grass /  level 2
Red Fruit /  level 2
Lichee Grass /  level 2
Honewort /  level 3
Polygonum /  level 3
Honeysuckle / level 3
Grosvenor Momordica /  level 4
Cowbane /  level 4
Stone Orchid / level 4
Fig / level 5
Durmast / level 5
Thyme / level 5
",
help_ls_caikuang,"All kinds of ores spread around the game world.  Ores level is accord with the area level.  The higher of the area level, the higher of the ores level.

Name / Collect Ore Skill Level

Orange Ore / level 1
Dolomite Ore / level 1
Leucite Ore / level 2
Green Ore / level 2
Spinel Ore / level 3
Barite Ore / level 3
Magnesium Ore / level 4
Flame Ore / level 4
Aluminum Ore / level 5
Silver Ore / level 5

",
help_ls_fenjie,"Decompose:
Decompose color rare items into color crystal.

Decompose Conditions:
Decompose skill only can be used on level matched items.

For example:
Skill Level    Item Level    Crystal Level
  level 1           1~10                1
  level 2          11~20               2
  level 3          21~30               3
  level 4          31~40               4
  level 5          41~50               5

Crystal color is as same as item quality.  For example: Decompose green item will only get green crystal.",
help_ls_jichuguize,"Every character can learn at most 2 living skills from NPC.

There are totally 10 levels for every living skills.  Living skill experience increase from each time you using the skills.  To increase the living skills faster, you need use skill on the target which level is match your skill level. 

Some items produced from living skills need reach certain living skills to use.",
help_ls_moshi,"Use the crystal from decompose and some other material can make Magicstone.  Magicstone can be socketed on your Talisman or defense gear.  White and Green item only can socket one Magicstone.  Blue, Purple and Golden item can socket 2 Magicstones.  Magicstone will be invalid after 7~30 days.

Magicstones:

Strength Magicstone        
increase Strength X points

Dexterity Magicstone       
increase Dexterity X points

Intelligence Magicstone    
increase Intelligence X points

Vitality Matistone            
increase Vitality X points
",
help_ls_zhifu,"Make Charm: Use the ore collected to make charm.  Charm can be used in battle.

Charms:

Healing Charm    
recover XX points HP in X seconds, cooling time 2 minutes

Mana Charm       
recover XX points Mana in X seconds, cooling time 2 minutes",
help_ls_zhiyao,"Make Potion: Use the herbs collected to make potion.  Some potions only can be used in non-battle status. 

Potions:

Healing Potion           
recover XX points HP in X seconds (Non-battle status)

Mana Potion              
recover XX points Mana in X seconds (Non-battle status)

Rapid Healing Potion  
instant recover XX points HP, cooling time 3minutes

Rapid Mana Potion     
instant recover XX points Mana, cooling time 3 minutes
",
help_ltxt_ltbiaoqing,"The symbol language:

Bored with dull characters, you can also choose the interesting expression symbols that we have prepared for you beforehand to express your humor.

How to use expression symbols?

It's very easy.  As long as you click at the smiley symbol on the right of input box, the expression menu will pop up automatically. Or you can type '#' in the dialogue box directly and then type in the corresponding number of the expression symbol.",
help_ltxt_ltdiy,"DIY chatting characters

Do you want your messages to be shown in brilliant style?  Do you want your messages flash to catch others' eyes? Then you should remember the following abbreviation directions.

#numbers    can type in symbols.
#r     can type in a new line
##    can type in the mark of #
#b    can type in #b flashing words
#u    can type in #u underlined words
#R    can type in #R red words
#G    can type in #G green words
#B    can type in #B blue words
#Y    can type in #Y yellow words
#W   can type in #W White words
#K    can type in #K black words
#c     followed by RGB numbers of hex,
          to set appointed color
#n     can return to the default color and state",
help_ltxt_ltml,"Followings are some chat instruction for you to operate easily:

/s  -  chat in current channel
/playername  -  chat in whisper channel
/t  -  chat in team channel
/p  -  chat in profession channel 
/g  -  chat in guild channel
/w  -  chat in world channel
/y  -  chat in shout channel
/d  -  chat in trade channel

If you can't remember the abbreviation instruction when you are playing the game, you can type in /? chat in the input box, the system will list all the chat instruction automatically.",
help_ltxt_ltpd,"There are eight specific channels in the chatting system:

Say / Current: 
The information on the current channel can be seen by all the players near the current view.

Shout: 
The information on this channel can be seen by all the players in this area.

Team:
An independent channel used to communicate with other members in the same team with you.  If players belong to no team, then appears the system message:'Currently no team'.

Whisper:
Chat between two players.  This channel usually used for the communication between two players. The message can only be sent to the exact player.  If the target player is not online, then appears the system message:'*** offline'. 

Profession: 
Used for the communication with the same profession.   The messages in this channel can be received by all the players in the same profession.

Guild:
Used for the communication in the guild that was founded by the players themselves, the messages in this channel can be received by all the members of the guild.  If players belong to no guild, then appears the system message:' You do not belong to any guilds'.

Trade:
The deal channel used to deliver player's demand information in the game.

World: 
The information delivered by the world channel can be seen by all players in the entire game world.  However, the use of world channel is restricted by the level of the player.  Only those whose level is higher than 10 can use it.",
help_monster_11to20,"After you reached level 11, then you can may go to Cloud Mountain from Sky Village, or you may go to Tiger Mountain from Sand Village.  There is no conflicts among the quests in Clound Mountain and Tiger Mountain.  You can do all of them.  Once you reached level 15, you may accept scenario quest from the above two place.  You can team up with your friend, starting your fantastic adventure. 

Cloud Mountain Monsters:

Aberrance Bamboo Snake
  level 11  Bamboo Forest
Snake King Guard
  level 11  Bamboo Forest
Green Bamboo Snake
  level 11  Bamboo Forest
Green Bamboo Snake King (boss)
  level 12  Bamboo Forest
Flying Centipede 
  level 13  Centipede Mountain
Fatal Centipede 
  level 13  Centipede Mountain
Immortal Centipede (boss)
  level 14  Centipede Mountain
Servant of Snake Head
  level 14  Serene Village
Snake Captor 
  level 15  Serene Village
Snake Head
  level 16  Serene Village
Snakeman Guard 
  level 16  Serene Village
Snake Bandit General (boss)
  level 16  Serene Village
Ghost Fire
  level 17  Cacodaemon Stockade
Bitter Elf 
  level 19  Cacodaemon Stockade
Cacodaemon
  level 20  Cacodaemon Stockade
Ghost Wind Tao (boss)
  level 18  Cacodaemon Stockade

Tiger Mountain Monsters:

Boa 
  level 11  Bramble Hill
Poison Fly
  level 12  Bramble Hill
Male Aborigine
  level 12  Bramble Hill
Sturdy Aborigine
  level 13  Crow Forest 
Little Wild Mule
  level 14  Wild Mule Slope
Evil Tao He (boss)
  level 14  Crow Forest
Timber Wild Wolf 
  level 15  Crow Forest
Little Golden Macaque
  level 16  Crow Forest
Jungle Crocodile
  level 17  Wild Mule Slope
Black Ghost Guard
  level 18  Crow Forest
Wild Mule
  level 18  Wild Mule Slope
Sagamore Black Ghost (boss)
  level 18  Crow Forest
Little Tiger 
  level 19  Wild Mule Slope
Forest Tree Man
  level 20  Crow Forest
Golden Macaque
  level 20  Crow Forest
Wild Mule King (boss)
  level 20  Wild Mule Slope",
help_monster_1to4,"For newbies under level 5, the fastest way to level up is to do quests and to kill the monsters related to the quests. ",
help_monster_21to24,"You may go to Stone City when you reached level 20. Stone City is a big city. A lot of players gathering here.  You can hunt the following monsters around Stone City.

Stone City Monsters:

Mountain Demon 
  level 21  Stone City North
Wild Rabbit 
  level 21  Stone City North
Mobster
  level 21  Mushroom Village
Poison Mushroom  
  level 22  Mushroom Village
Jin Guangding (boss) 
  level 22  Mushroom Village
Cortege Cat Burglar
  level 22  Gangster's Alley
Play Boy
  level 23  Leud Temple
Blackshirt Bandit 
  level 23  Green Nunnery
Gangster Zhang (boss)
  level 23  Gangster's Alley 
Strange Pilgrim
  level 24  Leud Temple",
help_monster_25to30,"You will accept some quests of Mercy Temple while you were in Stone City.  There is a Scenario in Mercy Temple. Once you reached level 25 you may have a try of this scenario. But we would like suggest you team up with some high level friends to go Mercy Temple Scenario. 

Mercy Temple Monsters:

Phony Muscle-man Wei (boss)  
  level 24  Stone City West  
Guard of Muscle-man Wei
  level 24  Stone City West
Evil Monk
  level 25  Stone City West
Wild Wolf
  level 25  Stone City West 
Loong Fei's Guard 
  level 25  Stone City West
Golden Silkworm Guard 
  level 25  Stone City West
Prentice of Monk Mao Tai 
  level 25  Stone City West
Lecher 
  level 26  Stone City West
Poison Golden Silkworm (boss) 
  level 26  Stone City West  
Loong Fei (boss)
  level 26  Stone City West 
Green Robe Master (boss) 
  level 26  Stone City West  
Monk Mao Tai (boss) 
  level 26  Stone City West  
Monk Soldier
  level 27  Mercy Temple
Hiding Bandits 
  level 27  Mercy Temple
Callet
  level 28  Mercy Temple
Callet Head Young (boss) 
  level 27  Mercy Temple
Brutal Monk
  level 28  Mercy Temple
Monk Yu De (boss) 
  level 28  Mercy Temple
Sturdy Monk Soldier 
  level 29  Mercy Temple
Flame Tao (boss) 
  level 28  Wei's Village
Guard of Wei's Village 
  level 29  Wei's Village  
Cortege Xue (boss)
  level 28  Wei's Village   
Cortege Qin (boss)   
  level 28  Wei's Village  
Buddhist Monk Zhi Fei (boss)  
  level 30  Wei's Village ",
help_monster_31to35,"Your hunting ground could be transferred to Laurel Mountain once you reached level 31.  Laurel Mountain has very beautiful scene.  You can talk to Ruo Lan to check what you can do for her.

Laurel Mountain Monsters: 

Peach Spirit 
  level 31  Green Spring Gully
Peach Monster 
  level 31  Lauren Woods
Machine Monster 
  level 31  Ancient Laurel Grounds
Polluted Peach Tree  
  level 32  Green Spring Gully
Golden Camel (boss)
  level 32  Green Spring Gully  
Fierce Tiger 
  level 32  Green Spring Gully
Golden Camel Guard
  level 32  Fountain Plain
Machine Man 
  level 33  Red Flower Cave 
Machine Guard 
  level 33  Red Flower Cave
Red Flower Guard  
  level 34  Red Flower Cave
Crocodile 
  level 34  Red Flower Cave
Pangolin 
  level 34  Fire Rock Cave 
Machine Giant (boss)
  level 34  Red Flower Cave  
Immortal Crocodile (boss) 
  level 35  Fortune Pond  
Black Stone Demon (boss) 
  level 35  Grass Pool  
Black Stone Guard
  level 35  Grass Pool
Fire Stone Monster 
  level 35  Fire Rock Cave
Nun Fly Dragon (boss)
  level 35  Alchemical Room  
",
help_monster_36to40,"After you reached level 35, you can go to Snow Mountain, where is frozing all the year.  And Snow Mountain is the front guard of the Evils in the Whorl Mountain.  You can do some practise in Snow Mountain for preparing attack Whorl Mountain.

Snow Mountain Monsters:

Western Regions Enchanter 
  level 35  White Shrubberies
Western Regions Gundog  
  level 35  White Shrubberies
Western Regions Evil Monk 
  level 35  White Shrubberies
Bald Vulture Guard 
  level 36  Ghost Shadow Swamp
Red head Vulture 
  level 36  Ghost Shadow Swamp
Rotten-Eat Crocodile 
  level 36  Ghost Shadow Swamp
Bald Vulture Head (boss)  
  level 36  Ghost Shadow Swamp 
Black Bear
  level 37  Ghost Wind Valley
Bine Monster 
  level 37  Ghost Wind Valley
Guard of West Region Demon  
  level 38  Ghost Wind Valley
Demon of West Region (boss) 
  level 38  Ghost Wind Valley 
Jokul Flying Snake 
  level 37  Snow Forest 
Ore Giant  
  level 38  Riprap Hillock
Mountain Wild Wolf 
  level 38  Riprap Hillock
Ancient Snow Man  
  level 39  Riprap Hillock
Snow Giant (boss) 
  level 39  Riprap Hillock   
Snow Leopard 
  level 39  Outer Far Temple
Snow Eagle 
  level 39  Outer Far Temple
Evil Monk Guard
  level 40  Far Temple
Evil Monk in Far Temple 
  level 40  Far Temple
Demon of Sanskrit Sound (boss)
  level 40  Far Temple 
Snow Bandit  
  level 40  Floating Ice Area
Demon Palace Jackal 
  level 40  Floating Ice Area",
help_monster_41to45,"Once you reached level 41, you can start your adventure in the Whorl Mountain.  There are eight main evils in Whorl Mountain.  But currently only 4 main evils are staying in Fantasy Palace.  So probably it's a great opportunity for you to exterminate the evil force in Whorl Mountain once you get prepared of yourself.

Whorl Mountain Monsters:

Blade Ranger 
  level 41  Live Diagram Zone
Claw Beast  
  level 41  Live Diagram Zone
Snow Man  
  level 41  Live Diagram Zone
Masked Heister 
  level 42  Ice Prick Forest
Snow Beast 
  level 42  Ice Prick Forest
Evil Snow Giant
  level 43  Hotspring Valley
Water Monster 
  level 43  Hotspring Valley
Mire Monster
  level 43  Hotspring Valley
Hell Snow Giant 
  level 44  Ice Prick Forest
Hollow Masked Heister 
  level 44  Death Diagram Zone
Frost  Skull
  level 44  Throat Rift Stage
Throat Rift Orc 
  level 45  Throat Rift Stage
Orc Watcher 
  level 45  Arm Broken Bluff
Phantom Corpse
  level 45  Arm broken Bluff",
