程序导标记，不用翻译,,
help_monster_46to50,"After you reached level 46, you can go to Vast Mountain which is located at the east of Stone City.  You can do some body warm up on the Cursed Zombie in Zhao's Palace.  White Bear Villagers are bullied by the Black Horse-head Bear.  They are seeking for help.  You can take some reputation quest here to earn reputation points of Vast Mountain. The Reputation Merchant are selling Purple Suit in Vast Mountain.  Bewitcher Cave is located at the south east corner of Vast Mountain, you can explore the cave after you strong enough.

Vast Mountain Monsters:

Purple Wing Bat      
  level 45  Zhao's Palace
Plum Blossom Tree  
  level 45  Zhao's Palace
Cursed Zombie     
  level 45  Zhao's Palace
Green Snipe
  level 45  Zhao's Palace
Aberrance Horse-head Bear 
  level 46  Black Bear Cave
Soul Lost Horse-head Bear  
  level 46  Black Bear Cave
Horse-head Bear Patrol    
  level 46  Black Bear Cave
Horse-head Bear Guard    
  level 46  Black Bear Cave
Horse-head Bear Captain (boss) 
  level 46  Black Bear Cave
Tusk Ogre 
  level 47  Tusk Ogre Lair
Tusk Ogre Warrior 
  level 47  Tusk Ogre Lair
Tusk Ogre Sorcerer  
  level 47  Tusk Ogre Lair
Blowgun Tusk Ogre    
  level 47  Tusk Ogre Lair
Crystal Rockman    
  level 47  White Bear Village
Small Crystal Rockman   
  level 47  White Bear Village
Tri-arm Swordman (boss)    
  level 47  Tusk Ogre Lair
Fire Fan Childe (boss)   
  level 47  Tusk Ogre Lair
Small Wood Demon   
  level 48  Wood Demon Cave
Wood Demon     
  level 48  Wood Demon Cave
Mace Wood Demon   
  level 48  Wood Demon Cave
Eyes Wood Beast   
  level 48  Wood Demon Cave
Snake Sword Tao (boss)
  level 48  Wood Demon Cave
Cub Tiger   
  level 48  Ghost Din Woods
Tiger major    
  level 48  Ghost Din Woods
White Tiger King (boss)   
  level 49  Ghost Din Woods
Fire Serpent    
  level 49  Ghost Din Woods
Dicephalous Fire Serpent   
  level 49  Ghost Din Woods
Callet Ghost   
  level 49  Ghost Din Woods
Callet Ghost major    
  level 49  Ghost Din Woods
Green Tree Ghost   
  level 49  Ghost Din Woods
Voodoo Spider
  level 49  Ghost Din Woods
",
help_monster_51to60,"After you reached level 51, you can go through Ghost Din Woods to Dai's Field to go on your adventure.  There are some places near Dai's Field, such as Brier Woods, Star Town, Ling Mansion...  Recently, some evil force seems growing stronger in Loo's Village.  Some strange people were seen often walking around Ichthyoid Cave.  If you help the people who ask your help on the way to Dai's Field, you will get your reputation raised there.",
help_monster_5to10a,"Sky Village has almost all the NPCs.  It is a good place for newbies to level up.  There are many monsters around the village.  Most of them are suitable for newbies.  Through an anchoret villager, you will be teleported to Sand Village.  But in Sand Village, there will be no game gears as reward.  The rewards of the quests in Sand Village are only money and experience.  You'd better find some friends to team up, if you want to finish an elite quest.

Sky Village Monsters:

Adult Wolf 
  level 4  North Suburb of Sky Village
Mushroom
  level 5  West Suburb of Sky Village
Guard of Wolf King
  level 6  North Suburb of Sky Village
Elite Wolf King (boss)
  level 6  North Suburb of Sky Village 
Little Leopard 
  level 6  Black Heart Campo
Little Black Leopard
  level 6  Black Heart Campo
Little Dicephalous Snake
  level 7  Snake Swamp
Roving Bandits
  level 7  South Suburb of Sky Village
Apparition 
  level 7  Black Heart Campo
Golden Horn Boa
  level 8  Snake Swamp
Bandit
  level 8  South Suburb of Sky Village
Jackal Wolf
  level 8  depth of Black Heart Campo
Gemination Snake
  level 8  depth of Black Heart Campo
Flying Snake 
  level 9  depth of Black Heart Campo
Brigand 
  level 9  South Waste Land
Bandit Vice Head
  level 9  South Waste Land
Bandit Soldier
  level 10  South Waste Land
Black Leopard
  level 10  depth of Black Heart Campo
Horrible Demon  Ghost (boss)
  level 10  Black Heart Campo 
Brigand Head (boss)
  level 10  South Waste Land ",
help_monster_5to10b,"Sand Village is just beside a desert, with almost all the necessary NPCs there.  The people there are friendly.  And the monsters around Sand Village are suitable for newbies to level up. You also could teleport to Sky Village.  But in Sky Village, there will be no game gears as reward.  The rewards of the quests in Sky Village are only money and experience.  You'd better find some friends to team up, if you want to finish an elite quest.

Sand Village Monsters:

Battle Horst 
  level 4  Darkness Valley
Roving Bandit Head (boss) 
  level 6  Sand Village East 
Mounted Brigand   
  level 8  Mounted Brigand Lair
Mounted Brigand Head (boss) 
  level 8  Mounted Brigand Lair 
Herald without Eyebrow 
  level 8  Desert
Syren without Eyebrow 
  level 9  Desert
Tempted Man 
  level 9  Bitter Elf Ruins
Bitter Elf 
  level 9  Bitter Elf Ruins
Undeserved Ghost 
  level 10  Bitter Elf Ruins
Friar's Lantern
  level 10  Bitter Elf Ruins
Fire Tao (boss) 
  level 10  Bitter Elf Ruins 
",
help_task_paimaijieshao,"Auction System:

You can find the NPC which in charging auction in some cities or villages.  This NPC is willing to accept players from different profession dealing with him.

He charges deposit fees for all the things that will be auctioned beforehand.  After the commodity has been sold successfully, he returns the deposit fees, but if the commodity is not sold, the deposit fees will be left to him.

The commodity you get from the auction will be sent to your mailbox, you can get it from the Post Officer.",
help_task_paimaijinjia,"Bid:

Select the item you want to bid on the browse windows.  The item's quality and name will be listed with its level, the end time of the auction, the person who gives the highest price and the bid price.  And then type your price in the right place at the bottom of the list of commodity classifications.  Then press the 'Bid' button at the bottom of the item list.

The Auction Item Display:

The items that you have bid are all displayed in the bid page.  Select the bid tag at the bottom of the interface, you can enter into the interface of checking the item.

The failure of bid:

If somebody gave a higher price than you, then your bid is failed.  Your bid currency will be returned to the counterjumper.

The 'Buy Now' Price:

A commodity has a 'Buy Now' price, if you are willing to buy the item in this price and not through auction, then you get it and the auction is over.  You can get the commodity at the counterjumper.",
help_task_paimailiulan,"Browse the Auction Goods:

When you click on the auction NPC, you will see a blank form.  You can use that to search what you need.  Frequently-used search options includes:

The name of the item: 
type in the name of the item that you want.
The level range: 
type in the level range of the item that you need.
The rare rate: 
select one rare rate you need in the pull down menu.
The profession: 
select the right profession of the item that you need in the pull down menu.
Usable commodities: 
display all the auction commodities that suitable for your profession and your current level.
List of commodity classifications: 
display the commodity classifications that you need.",
help_task_paimaipaimai,"Drag commodities to the auction box:

Press the 'Auction' key to enter into the auction interface and open your item box to drag those you want to sell to the auction goods box on the left upper side of the interface.

Set the starting price:
Player set a lowest price according to his own judgement or he can refer to the prices other players have made.

Set the bid time:
The set of time is very important.  The longer you set, the more deposit fees you cost.  If your items were sold, you can take back your deposit fees.  But if no one wants your goods, you will lose your deposit fees.  Usually, the shorter of the bid time set (some hours or even less), the less of the risk.  However, if you don't set your time longer enough, other players might not see it.

Set the 'Buy Now' price (optional):
This is the most satisfactory price to this item of you.  Don't set it too high, or those who are interested in it will be scared away.

Auction Over:
If you haven't sold your item out when the auction is over.  The auction will stop and you will lose your deposit fees.  The item you want to sell will be reserved at the counterjumper.",
help_task_renwudezuoyong,"The functions of Quests:

Doing quests is the principle and shortcut to level up and get equipments.  If you want to level up and become stronger, it is absolutely right to spend most of your time on the quests.  It can let you get twice the result with half the effort.  Accept quests as many as you can.  Once you have finished one quest, you soon turn to another!  Of course, you can play at your pleasure.  Quest is not necessary for you.  But remember, no matter what happens, the most important thing is to be happy. ",
help_task_renwuditu,"Mini Map:

If you found there is a small yellow point instead of a green point on your mini map, which means, that's the NPC you need talk to reply your quest you have accomplished.",
help_task_renwugongxiang,"Quest Sharing:

In Talisman Online, most of the quests can be shared with other players, but there are some requirement as follows:

1. The quests can only be shared under the condition of one same team. 
2. If the shared quest is one in the series quests, then all parties who is sharing the quest must keep the same progress in finishing the quest.",
help_task_renwuhuode,"How to accept a quest?

There distributed all kinds of NPC with different functions all over the vast game world.  When you see a NPC with a yellow exclamatory mark over his head, it means that he has quests which are in accordance with your level.

Some of the accepted quests are series quests, they need your patience to finish the little quests in all phases.  There are also some elite quests.  To finish them, you'd better find some partners.",
help_task_renwuwupin,"The reward of a quest:

The reward of a quest is bound.  So the reward can be equipped or can be sold to NPC, but it can not be sent or sold to another player.",
help_task_renwuzuizong,"The function of tracing the quests:

In order to know the content and condition of the quests more quickly and easily, you can check the right side of the main interface of the game. When you have quests, it will show you the progress of your quests.  At the same time, you can open the quest menu to check details.  And choose to trace or not to trace certain quest.  Even you can choose to give up some quests that you have accepted but don't want to do any more.",
help001_01a,Select Target,
help001_01b,Character Move,
help001_01c,Talk to NPC,
help001_01d,Attack Target,
help001_01e,Special Item,
help001_01f,Mouse Related Operation,
help001_01g,Keyboard Related Operation,
help001_01h,How to accept quest?,
help001_02a,What is Talisman?,
help001_02b,How to use Talisman skills?,
help001_02c,Talisman Level,
help001_02d,Equip Talisman,
help001_02e,Talisman Identify,
help001_02f,Talisman Enhance,
help001_02g,Talisman Merge,
help001_02h,Talisman Combine,
help001_02i,Combine Material,
help001_03a,Chatting System Introduction,
help001_03b,Chat Command,
help001_03c,Font DIY,
help001_03d,Symbols,
help001_04a,Quest Function,
help001_04b,Quest Reply,
help001_04c,Quest Trace,
help001_04d,Quest Items,
help001_04e,Shared Quest,
help001_04f,Mini Map,
help001_05a,Auction System Introduction,
help001_05b,Browse Items,
help001_05c,Bid,
help001_05d,Auction Item,
help001_06a,Basic Rules,
help001_06b,Collect Herb,
help001_06c,Make Potion,
help001_06d,Collect Ore,
help001_06e,Make Charm ,
help001_06f,Decompose,
help001_06g,Make Magicstone,
help004_014,"The sound of the Buddhism makes the heart calm and clear the bosom.  What can I do for you, donor?",
help005_014,"Weal and woe go with the heart, Mind is as clear as a mirror.  Donor should come and go safely.",
help006_014,"The master has gone out to roam, he asked me to visit around.  What can I do for you, donor?",
helpaaa,Return to the Previous Page,
npctalk_012,Welcome to the world of Talisman Online!,
npctalk_018,Here is a holy place of immortals.  Visitors can have a look around here.,
npctalk_024,And then?,
npctalk002_13,You may go out along the Water Curtain Cave on the cliff to have a look.,
npctalk002_19,Enter Snake Cave,
npctalk002_7,This is the second page.,
npctalk040_14,I was attacked by these snakes because of carelessness.  It seems no places are peaceful recently. ,
npctalk041_14,"The sound of the Buddhism makes the heart calm and clear the bosom.  What can I do for you, donor?",
npctalk042_14,"Weal and woe go with the heart, Mind is as clear as a mirror.  Donor should come and go safely. ",
npctalk045_14,"The master has gone out to roam, he asked me to visit around.  What can I do for you, donor?",
npctalk049_14,"Sigh.. The hateful snake monster, more and more villagers get injured.  It can't go longer like that. ",
npctalk050_14,"Wooo... the hateful Evil Tao, my poor wife.... ",
npctalk051_14,Do you want to drink with me? The wine of Belvedere is so great! We can be drunk today since we have such nice wine. ,
npctalk052_13,"Green Scarp is a holy place for practicing, prentice should study earnestly and don't slack off. ",
npctalk053_13,"The soul of Tamer Tao Huang has roamed out, his body was left here as a statue, with his long beard waving gently with the breeze. ",
npctalk054_14,Why are you staring at me like that? Do you want me to give you a lesson? ,
npctalk056_14,"Xixixi.., don't disturb me looking for beauties, or I will hit you. ",
npctalk058_10,"There are heroes in every generation, I'm old now......",
npctalk093_14,"You are all Wizard, aren't you?  When my master comes back, I'll kill you all.",
npctalk095_14,"I'm the host of Crow Forest.  Friends who come from afar should be treated as honored guests, but if they are enemies, Hummm.....  ",
npctalk096_14,The young man was wounded and can't go far away.  What can we do now?,
npctalk097_14,"I'm so talented and intelligent, how can you understand my ambitions. ",
npctalk098_14,"It will be very dangerous of this travel, we are so worry about the future... ",
npctalk099_14,That's the living style I like to travel around with a sword and root out the evils. ,
npctalk100_14,"Do you want to take a rest, guest?  Please sit here...",
npctalk1000_12,I need help. ,
npctalk1000_18,"Follow me, and cover me out. ",
npctalk1006_10,"Come on!  Drink more with me, we can be drunk today since we have nice wine. ",
npctalk1007_10,"Golden Peak Mountain has beautiful scenery, no wonder Predecessor Zhu-ge still lives here after he has studied out the mystery of martial art. ",
npctalk1008_10,My teacher Drunk Tao cries for wine all days.  I really don't know what to do with him. ,
npctalk102_14,"How is it so noisy, don't bother me when I am counting money. ",
npctalk103_14,"These monks are so hateful!  I have been stay here because of other's request, or I would try to find a chance to leave here first. ",
npctalk104_14,"Golden Peak Mountain is an orthodox school in the world.  The master take you in here, the complement of practice all depends on yourselves.  You can ask the brothers of this school when you meet with difficulties. ",
npctalk105_14,"The master is roaming out, you should not slack off, or I will punish you...",
npctalk107_14,It seems very easy to light up this ordinary pile of firewood. ,
npctalk108_14,Please help yourself.  Smile welcomes all when we do business. ,
npctalk109_04,My friends always say my goods are of good quality.  Come to choose some you need. ,
npctalk110_14,"Tear, tear.... ",
npctalk111_14,"Looking back to before, I was a famous man in the country.  Now there are so many young talented man, I must recognized my old age. ",
npctalk112_14,Blue Mountain is the most tranquil mountain in the world.  People can get twice the result with half the effort when practicing here.  You should know what you do here. ,
npctalk113_14,"Amitabha, this way, please. ",
npctalk114_14,"Persons not concerned, please get out of here...",
npctalk115_14,"Those Evil Tao have done a lot of evil things, and they have make the mountain immortal angry.  So the disaster will coming soon. ",
npctalk116_14,It is not until you come that so much things happened.  Sigh....,
npctalk127_14,I have secluded here for many years.  There are heroes in every generation.  Now it all depends on this new generations of yours. ,
npctalk128_14,"This grass has a sweet nature, and can be used as medicine. ",
npctalk129_14,"Brother, let's go to hunt for leopards. ",
npctalk130_14,"Ah.., are you also the bad man who want to bully us?",
npctalk131_14,"Is there anything you come for, donor?",
npctalk132_14,"The way before is dangerous, let me try the swordsmanship that I have just learned. ",
npctalk133_14,That Evil Tao... I can't turn my body around...,
npctalk134_14,I don't know whether my little master is safe. ,
npctalk143_14,"It seems that there are something abnormal around here, let me have a look around. ",
npctalk157_13,Well... you little brat dare bother the master's sleeping... I will give you a lesson...,
npctalk157_20,Those who are not afraid of dying can come to have a try. ,
npctalk158_01_13,A mysterious ancient statue looks so lively.  ,
npctalk158_01_19,Use the energy of snakeman. ,
npctalk158_13,"A mysterious ancient statue looks so lively.  There seems to be a mark on the statue, sending out evil. ",
npctalk158_20,Touch the mark. ,
npctalk161_14,"The Golden Peak Mountain is very vast and there are many beautiful places.  You can walk around when you have time.  Practicing is very tiring.  You can do that just like me, go walk around and have a look at the beautiful scenes.  By doing this, you can forget all the troubles. ",
npctalk162_14,"The white rabbits here are very great, do you want some?",
npctalk163_14,Wooooo... I want my mum...,
npctalk165_13,Those who dare bother the master's sleeping will not be living any longer. ,
npctalk165_19,Enter Snake Cave,
npctalk165_29_2,Cloud Mountain Snake Cave,
npctalk176_01_12,Welcome to the world of Talisman Online. ,
npctalk176_01_18,You get the spore. ,
npctalk176_01_24,Yes. ,
npctalk176_02_05,"Those who knows the truth will die, you really aren't afraid?",
npctalk176_02_10,I'm ready. ,
npctalk176_13,"Guaaaaaa...pollution, you will be all polluted...hehehe...",
npctalk176_19,Do you want to know the truth?,
npctalk177_13,Cough....I don't feel well... ,
npctalk178_02_20,Cloud Mountain Snake Cave,
npctalk178_14,"Finally, all these things are finished, it's a great pleasure..",
npctalk178_20,Leave Snake Cave,
npctalk180_13,Chichichi....I'm the flamen of Snake Demon. ,
npctalk182_14,"Amitabha, don't be surprise, donor.  It is natural that one have the Buddha in his heart after listened so much sutra. ",
npctalk183_14,"For those things that you do not often use, you can deposit here temporarily. ",
npctalk184_02_19,The Snake Cave of the Cloud Mountain,
npctalk184_13,"Hehehe, it's still not too later for you go back now. ",
npctalk184_19,Leave Snake Cave,
npctalk212_13,The hateful robbers!  I'm homeless now...,
npctalk213_13,Reading Buddhist sutra does much good to practice.  Remember to persuade others with morality but not your power. ,
npctalk225_04,"My family lives here for long time, recently because of the evil ghost, animals around become fewer and fewer for hunting...",
npctalk232_10,"I was entrusted by Yan Nan Fei and secluded here, I can lead you to Sand Village. ",
npctalk253_04,I'm the only child of my family.  Please! Hero! Help me out!  Woooooo...,
npctalk254_04,"With the help of Master Jade, I can keep my life alive temporarily.",
npctalk278_02_19,Mercy Temple Happiness Hall,
npctalk278_13,The master is having a rest.  Those who has no relative can't bother him. ,
npctalk278_19,Enter Happiness Hall,
npctalk279_02_19,Mercy Temple Happiness Hall,
npctalk279_13,Put down the butcher knife and become a Buddha.  Hehehe...,
npctalk279_19,Leave Happiness Hall,
npctalk287_03,Is there anything you need?  Just tell me.,
npctalk288_13,Come on!  Here are all first-class goods. ,
npctalk2914_14,"He looks very ordinary, but gives out feelings of evil. ",
npctalk2914_14_2,"It looks that my skill of camouflage is not too bad.  If you want to go to Blood Palace, I can lead you. ",
npctalk2915_14,"If you want to go back to Stone City, I can lead you. ",
npctalk2916_14,"Hunting is tired, isn't it?  You Excellency, I will send you back to Blood Palace soon. ",
npctalk2917_14,I am in charge of the Blood Palace Hunting Ground under the order of my master.  Only the owner of the Blood Palace has the right to get into it. ,
npctalk2917_14_2,"If you want to get into the Blood Palace Hunting Ground, I can lead you there.  There are treasures left by the old owner, you have to guard them carefully. ",
npctalk2918_14,The Blood Palace is not a good place for those who have no relationship with it.  You should know what you do here.  ,
npctalk2918_14_2,"If there are problems in the inner city, you can transmit from here. ",
npctalk2919_14,The Blood Palace is not a good place for those who have no relationship with it.  You should know what you do here.  ,
npctalk2919_14_2,I can send You Excellency to the outer city. ,
npctalk3003_14,"The Wizard was founded by Master Changmei 2000 years ago.  Now it has been descended to Master Miaoyi.  Recently, there are wars again in the world.  The power of heathendom grows day by day.  Now it's your responsibility to defense the justice.",
npctalk3004_14,"Madame Miaoyi asked me to inspection around and notice whether there are heathendom come to make trouble.  It is quiet until now, you can practice without worry. ",
npctalk3005_14,I have practiced many years with the master.   We are brothers in one school.  I can give you some help if we the have chance. ,
npctalk3006_14,The magic power of Wizard is very brilliant.  It's a pity that I'm not so talented to practice.  I'm also contented to be a little servant boy of master. ,
npctalk3007_14,"I have many medicine and groceries here, you can find what you need. ",
npctalk3008_14,"I will make efforts to practice, then I can contribute my power when the heathendom returns. ",
npctalk3009_14,It is just like an immortal when practicing in such a beautiful mountain. ,
npctalk3014_01_12,"Master Changmei said that if you want to go down of the mountain, you must beat me first. ",
npctalk3014_01_18,Are you ready?,
npctalk3014_01_24,Yes. ,
npctalk3014_13,"Master Changmei woke me up at that time, and I don't know how many years it has been that I stayed here to test the prentice before they go down of the mountain. ",
npctalk3101_14,There have come many new brothers here recently and I have many more things to do.  I am filled with inspiration to help them.,
npctalk3102_14,"Amitabha, I have all kinds of goods here, what can I do for you?",
npctalk3103_14,"The Master told me that the soul of Evil bypassed the icy pool of thousand years and then broke out from the mountain under the waterfall at the opposite side.  Since it happened in a hurry, there still many fragments of the evil soul sealed in it.  Don't go there if you have nothing important to do. ",
npctalk3104_01_12,"If you want to go down of the mountain, you should have enough power.  Let me see how strong you are. ",
npctalk3104_01_18,Are you ready?,
npctalk3104_01_24,Yes. ,
npctalk3104_13,Sha...sha...You should beat me if you want to go down of the mountain. ,
npctalk3104_14,Sha...sha...You should beat me if you want to go down of the mountain. ,
npctalk3105_14,Ho...ho... The devil must be rooted out.,
npctalk3106_14,Well... I must try my best to finish what the old Buddha Monk has entrusted me. ,
npctalk3107_14,The Master is not here recently.  It's a little bit boring.  It seems that the wild boars taste good. ,
npctalk3108_14,"Amitabha... The Buddhism is very vast and deep, I just have learned the least of it. ",
npctalk3129_02_19,Lotus Cave,
npctalk3129_13,"Blood Eidolon is the apple of discord, if you want to exterminate it, I will lead the way.",
npctalk3129_19,Enter Lotus Cave,
npctalk3130_02_19,Lotus Cave,
npctalk3130_13,"How is the situation in the cave? If you want to leave the cave, I will lead the way.",
npctalk3130_19,Leave Lotus Cave,
npctalk318_04,Generations of our family live for hunting here.  No one is more familiar with every place of Snow Mountain than me. ,
npctalk319_14,"Sigh... the apothecary in Snow Village is my master, he send me here to collect some herbs.  I have thought this is an easy job, however, I get into trouble now.  How bothersome...",
npctalk320_14,"Nowadays, the rich like wearing furry coats in winter.  My stores in Stone City only do business with the riches, so the materials are very important.  I think the bearskin is the best. ",
npctalk3202_14,"The environment of Blue Mountain is very good, isn't it?  Practicing here does much good to the health as well as the mind.  Although I am a little Prentice boy here, I'm sure I can be a master if I make efforts. ",
npctalk3203_14,I was entrusted by the master and collected some commodities.  You can have a look and find what you need. ,
npctalk3209_01_12,"For not making the Master disappointed, I'll fight with all my efforts.  You take care!",
npctalk3209_01_18,Are you ready?,
npctalk3209_01_24,Yes. ,
npctalk3209_13,"I'm a eidolon stone in the mountain and have some magic power under the directions of master.  Here, I will test the new prentice...",
npctalk321_14,I'm the head of Snow Village.  The safety of our village is first responsibility.  I'm bothered with something recently. ,
npctalk322_14,Wild wolf meat is the most delicious food in the world... Haha...,
npctalk323_10,My trade caravan was attacked by the monsters around when we stopped to have a rest here.  My counterjumpers have gone to find foods and clear water.  I'm afraid of being alone.,
npctalk323_13,Our last act has annoyed those Rotten Skin Wolf and Red Head Vulture.  Now they are gathering here.  It seems that there will be an unavoidable dying fight. ,
npctalk323_19,Are you really ready for that?,
npctalk324_14,Who can help me?  How can I take so many fruits to my boss...  And the jackals on my way are so dangerous.  ,
npctalk325_04,I can't offend those men of Whorl Mountain.  Have you got anything to do with me?  If not please go to other places in the village.  I have got no spare time to chat with you. ,
npctalk326_14,"I have all kinds of herbs here, what can I do for you?",
npctalk327_10,It never occurred to me that the Far Temple was controlled by the Fantasy Palace so soon.  The power of Whorl Mountain is becoming stronger and stronger.  The situation is very severe to us.,
npctalk328_10,The robbers always haunt around here.  Leave here if you have nothing important to do. ,
npctalk3301_14,Master Youtan come to practice in the Tide Cave every month during flood tide.  I guard here under the order of my master.  This is a great responsibility and I can't leave without authorization. ,
npctalk3302_14,"Since the found of the Fairy by Master Youtan, there come many new prentices.  Looking at the flourishing growth of the Fairy, I think all my toil is worthwhile. ",
npctalk3304_14,"There are four seasons in the Flowers Mountain, every area has different scenery.  If you are tired of practicing, you can walk around.",
npctalk3305_14,"I have many medicine and groceries here, you can find what you need when you are practicing. ",
npctalk3306_14,"Although I'm younger than you, I grow up in Flowers Mountain, so I'm your elder sister.  The master asked me to deliver some tasks to the new prentice.  You can come to see what you can do when you have the ability. ",
npctalk3307_14,"Long long ago, Master Youtan come to the Flowers Mountain and took a fancy on the wonder in the Tide Cave, so she built the Kwan-yin Nunnery nearby.  Besides, she practices here every month and made great progress.  I will also practice in it in the future. ",
npctalk3308_14,"The scenery of Flowers Mountain is as beautiful as pictures in all seasons.  Besides, The prentice live harmoniously like families.  It is such a wonderland in the world!",
npctalk3309_14,The master always taught us to practice diligently and help others.  I must remember it well. ,
npctalk3314_01_12,"Although I'll hold my hand, you'd better get well prepared. ",
npctalk3314_01_18,Are you ready?,
npctalk3314_01_24,Yes. ,
npctalk3314_13,"I'm the Flower Sprite in this mountain, the Master asked me to give tests to the little prentice and let those who are excellent go down of the mountain. ",
npctalk3324_02_19,Tide Cave,
npctalk3324_13,"When the moon goes full, the tide goes up, strange things will be happened in the cave.",
npctalk3324_19,Enter Tide Cave,
npctalk3325_02_19,Tide Cave,
npctalk3325_13,How beautiful the world outside is...,
npctalk3325_19,Leave Tide Cave,
npctalk334_10,The desert around Sand Village covered larger and larger area since years of drought.  Some mounted-brigands always haunt there.  Don't go there if you have nothing important to do. ,
npctalk335_10,"There are sand storm out of the village, go back and don't walk forward any more.  There are always mounted brigands there.  Listen to me, or no one will help you if you were caught by them. ",
npctalk337_10,Don't be afraid.  I have no relationship with the mounted brigands.  The village head asked me to get into them and notice their action to the villagers.  So I can report to him. ,
npctalk3402_14,"Here is the animals zone, you little prentice should not walk around here.  What you should do is to practice more and more. ",
npctalk3403_14,"All of the creatures in the world can become our friends, so we must treat them well. ",
